"","time.min","Q.S153.CO2","Q.S102.Pres.kPa","Temp.C","Q.S102.O2.kPa","Q.G265.Potential.V","Q.G265.Flow.mL.min","S129.V.V","Q.S102.O2.Pcor","S129.CH4.ppm","Sin","Square","Mode","channel","bit0","bit1","bit2","ManualCh","Manbit0","Manbit1","Manbit2","Graybit0","Graybit1","Graybit2","Mangray0","Mangray1","Mangray2","FlagEv","FlagRef","FlagCycle","SampleTime.min","NoEventPts","CycleNo","NoDwellPts","CO2Event","CO2RefEvent","CO2Ref","difCO2","O2Event","O2RefEvent","O2Ref.ppm","difO2","CH4Event.ppm","CH4RefEvent.ppm","CH4Ref.ppm","difCH4.ppm","TempEvent.C","VCO2.uL.h","VO2.uL.h","RQ","VCO2Event.uL.h","VO2Event.uL.h","RQEvent","Flag1","Flag2","Flag3","Flag4","Flag5","Flag6","Flag7","Flag8","VCO2.1.uL.h","VO2.1.uL.h","RQ.1","difCH4.1.ppm","VCO2.2.uL.h","VO2.2.uL.h","RQ.2","difCH4.2.ppm","VCO2.3.uL.h","VO2.3.uL.h","RQ.3","difCH4.3.ppm","VCO2.4.uL.h","VO2.4.uL.h","RQ.4","difCH4.4.ppm","VCO2.5.uL.h","VO2.5.uL.h","RQ.5","difCH4.5.ppm","VCO2.6.uL.h","VO2.6.uL.h","RQ.6","difCH4.6.ppm","VCO2.7.uL.h","VO2.7.uL.h","RQ.7","difCH4.7.ppm","VCO2.8.uL.h","VO2.8.uL.h","RQ.8","difCH4.8.ppm","CH4.cal","CH4.V","smoothAveVO2","smoothSGVO2","CC","SourceFile"
"1","time",NA,NA,NA,NA,NA,NA,NA,"O2",NA,NA,NA,NA,"channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"./data-raw/23-apr-orig.csv"
"2","0",0.433530403,79.42441505,23.61919902,16.17248715,1.195831299,203.3270934,1.323852539,"20.3621105",3.611509645,0.130526192,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"./data-raw/23-apr-orig.csv"
"3","0.166666667",0.452473534,79.42491261,23.62210371,16.12936435,1.19468689,203.0372286,1.325683594,"20.30768914",3.67995713,0.258819045,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"4","0.333333333",0.432715645,79.42391748,23.6133896,16.18078,1.194534302,202.9985879,1.323699951,"20.3726793",3.605826356,0.382683432,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"5","0.5",0.407356293,79.42192722,23.6075801,16.21851245,1.19430542,202.9406303,1.325683594,"20.42069869",3.680095456,0.5,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"6","0.666666667",0.30327092,79.42391748,23.60467533,16.20607318,1.193618774,202.7667828,1.333389282,"20.4045251",3.96815189,0.608761429,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"7","0.833333333",0.153151703,79.42093208,23.58869876,16.43205325,1.19354248,202.7474688,1.334152222,"20.68982675",3.996831692,0.707106781,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"8","1",0.086239677,79.41695155,23.58724632,16.54483597,1.193466187,202.7281552,1.326675415,"20.83287717",3.717417716,0.79335334,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"9","1.166666667",0.070250046,79.41993695,23.60177054,16.57220236,1.193466187,202.7281552,1.334152222,"20.8665519",3.996881773,0.866025404,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"10","1.333333333",0.064037514,79.41695155,23.60612772,16.57676343,1.193389893,202.7088421,1.334381104,"20.87307949",4.005591643,0.923879533,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"11","1.5",0.061491394,79.41695155,23.6133896,16.58505627,1.193313599,202.6895294,1.330490112,"20.88352165",3.860078076,0.965925826,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"12","1.666666667",0.05884343,79.41894182,23.62500838,16.59169055,1.193389893,202.7088421,1.334152222,"20.89135183",3.996931854,0.991444861,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"13","1.833333333",0.059148964,79.41545885,23.62791304,16.5892027,1.193084717,202.6315943,1.323623657,"20.88913536",3.603357156,1,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"14","2",0.057315758,79.41993695,23.63226998,16.58754413,1.193237305,202.6702173,1.320800781,"20.88586917",3.497589283,0.991444861,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"15","2.166666667",0.05884343,79.41744912,23.64098377,16.5863002,1.192245483,202.4192014,1.324157715,"20.88495713",3.623239178,0.965925826,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"16","2.333333333",0.057315758,79.42391748,23.66276755,16.59169055,1.192550659,202.4964286,1.319580078,"20.89004305",3.451766681,0.923879533,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"17","2.5",0.057315758,79.42541018,23.6685764,16.5892027,1.193084717,202.6315943,1.31477356,"20.88651813",3.271968899,0.866025404,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"18","2.666666667",0.057315758,79.41396616,23.67583737,16.58132449,1.192855835,202.5736633,1.317520142,"20.87960758",3.37515973,0.79335334,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"19","2.833333333",0.057824982,79.41794669,23.67874173,16.58837341,1.192474365,202.4771211,1.319503784,"20.88743679",3.44917302,0.707106781,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"20","3",0.060371101,79.42093208,23.68309824,16.58837341,1.192169189,202.3998957,1.323623657,"20.88665164",3.603108834,0.608761429,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"21","3.166666667",0.062509842,79.41744912,23.67728955,16.58298306,1.191558838,202.2454674,1.31652832,"20.88078029",3.337920246,0.5,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"22","3.333333333",0.063630135,79.42391748,23.6801939,16.58215378,1.191329956,202.1875645,1.309814453,"20.87803561",3.086588191,0.382683432,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"23","3.5",0.059963722,79.42391748,23.6845504,16.58215378,1.191558838,202.2454674,1.314086914,"20.87803561",3.24635378,0.258819045,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"24","3.666666667",0.057315758,79.42640531,23.68309824,16.58215378,1.191635132,202.2647693,1.318283081,"20.87738166",3.403159814,0.130526192,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"25","3.833333333",0.05843605,79.42192722,23.68600255,16.58671484,1.191558838,202.2454674,1.320877075,"20.88430163",3.500354664,1.22e-16,1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"26","4",0.063833824,79.42491261,23.68164607,16.58339771,1.191635132,202.2647693,1.316070557,"20.8793402",3.320489057,-0.130526192,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"27","4.166666667",0.065463341,79.42541018,23.67874173,16.57469022,1.191101074,202.1296658,1.314544678,"20.86824629",3.263410189,-0.258819045,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"28","4.333333333",0.063935669,79.42541018,23.68164607,16.57427557,1.19102478,202.1103671,1.320800781,"20.86772424",3.497348263,-0.382683432,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"29","4.5",0.059760033,79.42541018,23.68309824,16.58008057,1.191253662,202.1682645,1.315994263,"20.87503298",3.317615353,-0.5,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"30","4.666666667",0.057315758,79.42541018,23.67728955,16.58215378,1.19140625,202.206865,1.315994263,"20.87764324",3.317615353,-0.608761429,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"31","4.833333333",0.05609362,79.42242478,23.6685764,16.58712949,1.191101074,202.1296658,1.31980896,"20.88469287",3.460390587,-0.707106781,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"32","5",0.055889931,79.42541018,23.66131533,16.58837341,1.19102478,202.1103671,1.320648193,"20.88547403",3.491642456,-0.79335334,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"33","5.166666667",0.053343811,79.42441505,23.66276755,16.59210519,1.19102478,202.1103671,1.328277588,"20.89043424",3.776980112,-0.866025404,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"34","5.333333333",0.055482552,79.42491261,23.65114965,16.59169055,1.190948486,202.091069,1.328048706,"20.88978131",3.768397687,-0.923879533,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"35","5.5",0.052529053,79.42292235,23.6598631,16.59169055,1.19102478,202.1103671,1.325759888,"20.89030479",3.682902339,-0.965925826,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"36","5.666666667",0.052529053,79.42491261,23.66567199,16.58754413,1.190872192,202.0717713,1.323013306,"20.88456075",3.580104887,-0.991444861,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"37","5.833333333",0.052529053,79.42441505,23.6671242,16.58754413,1.19102478,202.1103671,1.322860718,"20.88469159",3.574421437,-1,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"38","6",0.050695847,79.42341991,23.67438519,16.58795877,1.190948486,202.091069,1.31942749,"20.88547533",3.446082356,-0.991444861,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
"39","6.166666667",0.052529053,79.42391748,23.6714808,16.58547092,1.190872192,202.0717713,1.318435669,"20.88221211",3.408972327,-0.965925826,-1,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.166666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,"./data-raw/23-apr-orig.csv"
