"","time.min","Time.min","Q.S153.CO2","Q.S102.Pres.kPa","Temp.A.C","Q.S102.O2.kPa","Q.G265.Potential.V","Q.G265.Flow.mL.min","S129.V.V","Q.S102.O2.Pcor","S129.CH4.ppm","Sin","Square","Mode","channel","bit0","bit1","bit2","ManualCh","Manbit0","Manbit1","Manbit2","Graybit0","Graybit1","Graybit2","Mangray0","Mangray1","Mangray2","FlagEv","FlagRef","FlagCycle","SampleTime.min","NoEventPts","CycleNo","NoDwellPts","CO2Event","CO2RefEvent","CO2Ref","difCO2","O2Event","O2RefEvent","O2Ref.ppm","difO2","CH4Event.ppm","CH4RefEvent.ppm","CH4Ref.ppm","difCH4.ppm","TempEvent.A.C","VCO2.uL.h","VO2.uL.h","RQ","VCO2Event.uL.h","VO2Event.uL.h","RQEvent","Flag1","Flag2","Flag3","Flag4","Flag5","Flag6","Flag7","Flag8","VCO2.1.uL.h","VO2.1.uL.h","RQ.1","difCH4.1.ppm","VCO2.2.uL.h","VO2.2.uL.h","RQ.2","difCH4.2.ppm","VCO2.3.uL.h","VO2.3.uL.h","RQ.3","difCH4.3.ppm","VCO2.4.uL.h","VO2.4.uL.h","RQ.4","difCH4.4.ppm","VCO2.5.uL.h","VO2.5.uL.h","RQ.5","difCH4.5.ppm","VCO2.6.uL.h","VO2.6.uL.h","RQ.6","difCH4.6.ppm","VCO2.7.uL.h","VO2.7.uL.h","RQ.7","difCH4.7.ppm","VCO2.8.uL.h","VO2.8.uL.h","RQ.8","difCH4.8.ppm","CH4.cal","CH4.V","smoothAveVO2","smoothSGVO2","CC","SourceFile","channel","ID","Mass","Cumulative"
"642",642,106.833333333,0.478647644043,79.344804451,24.7785033555,16.0746315613,1.25244140625,217.796114835,1.63795471191,20.2592112647,15.3724683401,0.707106781187,1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0617537656148,0.416893878428,NA,NA,20.8307309363,-0.571519671579,NA,NA,15.4934199184,-0.120951578349,NA,54491.1905623,-80001.4242105,0.681127756162,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77606.5819293,-77606.5819293,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"643",643,107,0.486184158325,79.3453020172,24.7799531996,16.0684119263,1.2516784668,217.59942439,1.62483215332,20.2512455278,14.8811771503,0.608761428801,1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0617782568614,0.424405901464,NA,NA,20.8306684366,-0.579422908785,NA,NA,15.503536938,-0.622359787769,NA,55422.7834811,-80974.4382523,0.68444789093,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77405.5950298,-77405.5950298,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"644",644,107.166666667,0.471824043274,79.344804451,24.7857525558,16.080436554,1.25564575195,218.622716355,1.62605285645,20.2665274245,14.9269632946,0.500000000227,1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.061802748108,0.410021295166,NA,NA,20.8306059369,-0.564078512408,NA,NA,15.5136539577,-0.58669066308,NA,53796.463124,-79309.3056394,0.678312118487,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76476.1813585,-76476.1813585,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"645",645,107.333333333,0.452167999268,79.3462971497,24.7915518805,16.1082175903,1.25350952148,218.071558648,1.63887023926,20.301158553,15.4064481206,0.382683432365,1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0618272393544,0.390340759914,NA,NA,20.8305434373,-0.529384884253,NA,NA,15.5237709772,-0.117322856584,NA,51084.5719942,-74053.0784202,0.689837250307,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74350.2598142,-74350.2598142,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"646",646,107.5,0.434956230164,79.3477898483,24.78720239,16.1206568604,1.25564575195,218.622716355,1.6431427002,20.3164535411,15.5660771643,0.25881904485,1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.061851730601,0.373104499563,NA,NA,20.8304809376,-0.514027396506,NA,NA,15.5338879969,0.0321891674323,NA,48952.8979597,-72290.5686531,0.677168527954,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71775.6238665,-71775.6238665,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"647",647,107.666666667,0.417642616272,79.3477898483,24.78720239,16.1451207581,1.25938415527,219.588108346,1.62826538086,20.3472847687,15.0092168091,0.13052619248,1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0618762218476,0.355766394424,NA,NA,20.8304184379,-0.483133669208,NA,NA,15.5440050165,-0.534788207396,NA,46883.6187687,-68069.5181745,0.688760843708,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69985.8723037,-69985.8723037,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"648",648,107.833333333,0.402264053345,79.3472922821,24.7930017067,16.1621210937,1.25198364258,217.678095053,1.62605285645,20.3688375858,14.9264952791,6.8592600365e-15,1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0619007130941,0.340363340251,NA,NA,20.8303559382,-0.461518352391,NA,NA,15.554122036,-0.627626756954,NA,44463.5750276,-64440.8348633,0.68999067318,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69396.8578588,-69396.8578588,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"649",649,108,0.408985809326,79.3512728119,24.7959013533,16.1662675171,1.25282287598,217.894477289,1.6357421875,20.3730412182,15.2884037506,-0.13052619248,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0619252043406,0.347060604985,NA,NA,20.8302934385,-0.457252220393,NA,NA,15.5642390557,-0.275835305021,NA,45382.4689443,-63570.0168493,0.713897387378,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70171.1649377,-70171.1649377,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"650",650,108.166666667,0.435567298889,79.3552533417,24.801700623,16.1235593567,1.25411987305,218.22899554,1.6357421875,20.318200343,15.2876368708,-0.25881904485,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0619496955872,0.373617603302,NA,NA,20.8302309389,-0.512030595824,NA,NA,15.5743560753,-0.286719204516,NA,48931.7370338,-71812.3820034,0.681383010405,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71875.0467627,-71875.0467627,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"651",651,108.333333333,0.462352478027,79.3572436066,24.801700623,16.0924611816,1.25480651855,218.406147175,1.63932800293,20.2785031967,15.4214550945,-0.382683432365,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0619741868337,0.400378291193,NA,NA,20.8301684392,-0.551665242467,NA,NA,15.5844730948,-0.163018000341,NA,52479.326892,-77508.4049066,0.677079175545,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74236.6501328,-74236.6501328,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"652",652,108.5,0.476305213928,79.3577411728,24.8089496663,16.0825097656,1.25564575195,218.622716355,1.64695739746,20.2658361086,15.7068920062,-0.500000000227,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0619986780803,0.414306535848,NA,NA,20.8301059395,-0.564269830876,NA,NA,15.5945901145,0.112301891731,NA,54358.2805082,-79192.9483834,0.686403039889,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76762.9808446,-76762.9808446,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"653",653,108.666666667,0.486286003113,79.3567460403,24.8132990691,16.0779487,1.25770568848,219.154530753,1.64054870605,20.2603426958,15.4672377361,-0.608761428801,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0620231693269,0.424262833786,NA,NA,20.8300434398,-0.569700744041,NA,NA,15.6047071341,-0.13746939798,NA,55799.3273276,-79943.134182,0.69798773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79318.6474702,-79318.6474702,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"654",654,108.833333333,0.49911844635,79.3557509079,24.8248973921,16.0696558533,1.25274658203,217.874803879,1.63993835449,20.2501465482,15.4445884364,-0.707106781187,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0620476605733,0.437070785777,NA,NA,20.8299809402,-0.579834391931,NA,NA,15.6148241536,-0.170235717222,NA,57147.599662,-80709.035909,0.708069412778,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80988.0661329,-80988.0661329,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"655",655,109,0.502581169128,79.3547557755,24.8335960544,16.0671679993,1.25289916992,217.914151157,1.64772033691,20.2472653873,15.736037348,-0.793353340451,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0620721518199,0.440509017308,NA,NA,20.8299184405,-0.582653053198,NA,NA,15.6249411733,0.111096174715,NA,57607.4181767,-81070.8152684,0.710581458765,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81680.5871287,-81680.5871287,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"656",656,109.166666667,0.50675680542,79.3547557755,24.8408448878,16.0526555176,1.25259399414,217.835458438,1.64009094238,20.2289772815,15.4504930031,-0.866025403654,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0620966430665,0.444660162354,NA,NA,20.8298559408,-0.600878659329,NA,NA,15.6350581929,-0.184565189825,NA,58130.3211866,-83907.6206201,0.692789531594,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81810.1475998,-81810.1475998,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"657",657,109.333333333,0.505432823181,79.3557509079,24.8480936745,16.0485090942,1.2540435791,218.20931432,1.63688659668,20.2234984996,15.3303721308,-0.923879532511,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0621211343129,0.443311688868,NA,NA,20.8297934411,-0.606294941539,NA,NA,15.6451752124,-0.314803081611,NA,58054.0913942,-84993.7585516,0.683039465292,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81476.4954586,-81476.4954586,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"658",658,109.5,0.493720672607,79.3517703781,24.8509931762,16.0642655029,1.2483215332,216.734532509,1.64077758789,20.2443693775,15.4767742444,-0.965925826357,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0621456255595,0.431575047047,NA,NA,20.8297309415,-0.58536156399,NA,NA,15.6552922321,-0.178517987689,NA,56134.7501185,-81382.4551266,0.689764766019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80488.8665575,-80488.8665575,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"659",659,109.666666667,0.479564247131,79.353760643,24.8538926704,16.079192627,1.2419128418,215.085848641,1.63444519043,20.2626724893,15.2393812943,-0.99144486134,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0621701168061,0.417394130325,NA,NA,20.8296684418,-0.56699595252,NA,NA,15.6654092517,-0.426027957362,NA,53877.3377603,-78251.1705066,0.688517978857,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79218.251809,-79218.251809,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"660",660,109.833333333,0.466222579956,79.3482874146,24.8596916368,16.0920465393,1.25617980957,218.760562031,1.63200378418,20.2802695101,15.1490508262,-1,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0621946080525,0.404027971903,NA,NA,20.8296059421,-0.549336432038,NA,NA,15.6755262712,-0.526475445059,NA,53043.0865167,-77121.8737785,0.687782647359,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77972.0285181,-77972.0285181,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"661",661,110,0.455936256409,79.3482874146,24.8669403036,16.101583313,1.24946594238,217.029282011,1.62963867188,20.2922883879,15.0605248635,-0.99144486134,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0622190992991,0.39371715711,NA,NA,20.8295434424,-0.537255054561,NA,NA,15.6856432909,-0.625118427368,NA,51280.5133915,-74877.6423318,0.68485747941,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77526.6959951,-77526.6959951,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"662",662,110.166666667,0.452677223206,79.3487849808,24.8698397576,16.1073883057,1.25549316406,218.583336008,1.6357421875,20.2994769354,15.2888830896,-0.965925826357,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0622435905457,0.39043363266,NA,NA,20.8294809427,-0.530004007342,NA,NA,15.6957603105,-0.406877220865,NA,51216.7579371,-74325.9157646,0.689083442972,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77926.3352005,-77926.3352005,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"663",663,110.333333333,0.478036575317,79.3472922821,24.8698397576,16.0982661743,1.27426147461,223.440877088,1.63673400879,20.2883623515,15.326294964,-0.923879532511,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0622680817922,0.415768493525,NA,NA,20.8294184431,-0.541056091564,NA,NA,15.70587733,-0.379582366097,NA,55750.2585413,-76955.5432566,0.724447598991,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78939.8498339,-78939.8498339,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"664",664,110.5,0.511034286499,79.3472922821,24.878538076,16.0514115906,1.25152587891,217.560091815,1.63688659668,20.2293123419,15.332006388,-0.866025403654,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0622925730388,0.44874171346,NA,NA,20.8293559434,-0.600043601474,NA,NA,15.7159943497,-0.38398796167,NA,58589.2683721,-83523.5322293,0.701470194188,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80107.256798,-80107.256798,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"665",665,110.666666667,0.519589248657,79.3457995834,24.8770883608,16.0476798096,1.25160217285,217.579757871,1.64016723633,20.2249897208,15.4550927502,-0.793353340451,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0623170642854,0.457272184372,NA,NA,20.8292934437,-0.604303722951,NA,NA,15.7261113693,-0.271018619092,NA,59707.8567883,-83940.541618,0.711311312,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81618.7558095,-81618.7558095,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"666",666,110.833333333,0.511034286499,79.3453020172,24.8814375011,16.0534848022,1.25267028809,217.85513093,1.64047241211,20.2324326634,15.4666128021,-0.707106781187,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0623415555318,0.448692730967,NA,NA,20.829230944,-0.596798280638,NA,NA,15.7362283889,-0.269615586738,NA,58662.0695809,-83102.6345581,0.705899035486,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83369.9898559,-83369.9898559,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"667",667,111,0.507877098083,79.3443068848,24.8872363298,16.0605337219,1.25396728516,218.189633562,1.64054870605,20.2415703816,15.4696626029,-0.608761428801,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0623660467784,0.445511051305,NA,NA,20.8291684444,-0.587598062734,NA,NA,15.7463454085,-0.276682805576,NA,58335.1293892,-81818.486433,0.712982260275,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84895.1051237,-84895.1051237,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"668",668,111.166666667,0.53048664093,79.3443068848,24.8901357334,16.0393869629,1.25305175781,217.953500273,1.6414642334,20.2149184896,15.5039324369,-0.500000000227,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.062390538025,0.468096102905,NA,NA,20.8291059447,-0.614187455083,NA,NA,15.7564624281,-0.25252999115,NA,61225.8225317,-85344.8403484,0.717393368853,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86327.6859241,-86327.6859241,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"669",669,111.333333333,0.544948600769,79.3433117523,24.89303513,16.0203134155,1.25587463379,218.681790319,1.6438293457,20.1911327643,15.5926584032,-0.382683432365,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666666,NA,2,NA,NA,NA,0.0624150292714,0.482533571498,NA,NA,20.829043445,-0.637910680704,NA,NA,15.7665794477,-0.173921044494,NA,63325.4997268,-89063.2446355,0.711017210141,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87891.8969714,-87891.8969714,0.166666666,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"670",670,111.5,0.550142684937,79.3423166199,24.8959345195,16.0145084229,1.25213623047,217.717433142,1.64878845215,20.1840696178,15.7784868935,-0.25881904485,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.062439520518,0.487703164419,NA,NA,20.8289809453,-0.644911327573,NA,NA,15.7766964673,0.0017904262059,NA,63721.7033432,-89647.8937307,0.710799782253,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89194.9722982,-89194.9722982,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
"671",671,111.666666667,0.551772201538,79.3433117523,24.8988339019,15.9987520142,1.25282287598,217.894477289,1.65016174316,20.1639579454,15.8296943932,-0.13052619248,-1,0,7,0,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,0.166666667,NA,2,NA,NA,NA,0.0624640117646,0.489308189773,NA,NA,20.8289184457,-0.664960500277,NA,NA,15.7868134869,0.0428809063277,NA,63984.8667532,-92976.3256066,0.688184506495,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90318.3835692,-90318.3835692,0.166666667,"./data-raw/AZ_21_APR_2018.csv","./data-raw/AZ_21_APR_2018.csv 7","Rusty7",33,7
